ct_cd,ct_abbr,ct_name
48181,TXGC,Grayson County TX
48183,TXGE,Gregg County TX
48185,TXGM,Grimes County TX
48187,TXGU,Guadalupe County TX
48189,TXHA,Hale County TX
48191,TXHL,Hall County TX
48193,TXHM,Hamilton County TX
48195,TXHN,Hansford County TX
48197,TXHR,Hardeman County TX
48199,TXHD,Hardin County TX
48201,TXHI,Harris County TX
48203,TXHS,Harrison County TX
48205,TXHT,Hartley County TX
48207,TXHK,Haskell County TX
48209,TXHY,Hays County TX
48211,TXHE,Hemphill County TX
48213,TXHO,Henderson County TX
48215,TXHG,Hidalgo County TX
48217,TXHC,Hill County TX
48219,TXHU,Hockley County TX
48221,TXHX,Hood County TX
48223,TXHP,Hopkins County TX
48225,TXH1,Houston County TX
48227,TXHW,Howard County TX
48229,TXHH,Hudspeth County TX
48231,TXH2,Hunt County TX
48233,TXH3,Hutchinson County TX
48235,TXIR,Irion County TX
48237,TXJA,Jack County TX
48239,TXJC,Jackson County TX
48241,TXJS,Jasper County TX
48243,TXJE,Jeff Davis County TX
48245,TXJF,Jefferson County TX
48247,TXJI,Jim Hogg County TX
48249,TXJM,Jim Wells County TX
48251,TXJO,Johnson County TX
48253,TXJN,Jones County TX
48255,TXKA,Karnes County TX
48257,TXKU,Kaufman County TX
48259,TXKE,Kendall County TX
48261,TXKN,Kenedy County TX
48263,TXKT,Kent County TX
48265,TXKR,Kerr County TX
48267,TXKI,Kimble County TX
48269,TXKG,King County TX
48271,TXKY,Kinney County TX
48273,TXKL,Kleberg County TX
48275,TXKO,Knox County TX
48277,TXLA,Lamar County TX
48279,TXLM,Lamb County TX
48281,TXLP,Lampasas County TX
48283,TXLS,La Salle County TX
48285,TXLV,Lavaca County TX
48287,TXLE,Lee County TX
48289,TXLO,Leon County TX
48291,TXLI,Liberty County TX
48293,TXLT,Limestone County TX
48295,TXLC,Lipscomb County TX
48297,TXLK,Live Oak County TX
48299,TXLL,Llano County TX
48301,TXLN,Loving County TX
48303,TXLU,Lubbock County TX
48305,TXLY,Lynn County TX
48307,TXMC,McCulloch County TX
48309,TXML,McLennan County TX
48311,TXMM,McMullen County TX
48313,TXMA,Madison County TX
48315,TXMR,Marion County TX
48317,TXMT,Martin County TX
48319,TXMS,Mason County TX
48321,TXMG,Matagorda County TX
48323,TXMV,Maverick County TX
48325,TXME,Medina County TX
48327,TXMN,Menard County TX
48329,TXMI,Midland County TX
48331,TXMO,Milam County TX
48333,TXMU,Mills County TX
48335,TXMH,Mitchell County TX
48337,TXMY,Montague County TX
48339,TXMX,Montgomery County TX
48341,TXM1,Moore County TX
48343,TXM2,Morris County TX
48345,TXM3,Motley County TX
48347,TXNA,Nacogdoches County TX
48349,TXNV,Navarro County TX
48351,TXNE,Newton County TX
48353,TXNO,Nolan County TX
48355,TXNU,Nueces County TX
48357,TXOC,Ochiltree County TX
48359,TXOL,Oldham County TX
48361,TXOR,Orange County TX
48363,TXPA,Palo Pinto County TX
48365,TXPN,Panola County TX
48367,TXPR,Parker County TX
48369,TXPM,Parmer County TX
48371,TXPE,Pecos County TX
48373,TXPO,Polk County TX
48375,TXPT,Potter County TX
48377,TXPS,Presidio County TX
48379,TXRA,Rains County TX
48381,TXRN,Randall County TX
48383,TXRE,Reagan County TX
48385,TXRL,Real County TX
48387,TXRD,Red River County TX
48389,TXRV,Reeves County TX
48391,TXRF,Refugio County TX
48393,TXRO,Roberts County TX
48395,TXRB,Robertson County TX
48397,TXRC,Rockwall County TX
48399,TXRU,Runnels County TX
48401,TXRS,Rusk County TX
48403,TXSA,Sabine County TX
48405,TXSN,San Augustine County TX
48407,TXSJ,San Jacinto County TX
48409,TXSP,San Patricio County TX
48411,TXSS,San Saba County TX
48413,TXSC,Schleicher County TX
48415,TXSU,Scurry County TX
48417,TXSH,Shackelford County TX
48419,TXSE,Shelby County TX
48421,TXSR,Sherman County TX
48423,TXSM,Smith County TX
48425,TXSO,Somervell County TX
48427,TXST,Starr County TX
48429,TXSY,Stephens County TX
48431,TXSL,Sterling County TX
48433,TXSW,Stonewall County TX
48435,TXSX,Sutton County TX
48437,TXSI,Swisher County TX
48439,TXTA,Tarrant County TX
48441,TXTY,Taylor County TX
48443,TXTE,Terrell County TX
48445,TXTR,Terry County TX
48447,TXTH,Throckmorton County TX
48449,TXTI,Titus County TX
48451,TXTO,Tom Green County TX
48453,TXTV,Travis County TX
48455,TXTN,Trinity County TX
48457,TXTL,Tyler County TX
48459,TXUP,Upshur County TX
48461,TXUT,Upton County TX
48463,TXUV,Uvalde County TX
48465,TXVA,Val Verde County TX
48467,TXVN,Van Zandt County TX
48469,TXVI,Victoria County TX
48471,TXWA,Walker County TX
48473,TXWL,Waller County TX
48475,TXWR,Ward County TX
48477,TXWS,Washington County TX
48479,TXWE,Webb County TX
48481,TXWH,Wharton County TX
48483,TXWC,Wheeler County TX
48485,TXWI,Wichita County TX
48487,TXWB,Wilbarger County TX
48489,TXWY,Willacy County TX
48491,TXWM,Williamson County TX
48493,TXWO,Wilson County TX
48495,TXWN,Winkler County TX
48497,TXWU,Wise County TX
48499,TXWD,Wood County TX
48501,TXYO,Yoakum County TX
48503,TXYU,Young County TX
48505,TXZA,Zapata County TX
48507,TXZV,Zavala County TX
49001,UTBE,Beaver County UT
49003,UTBO,Box Elder County UT
49005,UTCA,Cache County UT
49007,UTCR,Carbon County UT
49009,UTDA,Daggett County UT
49011,UTDV,Davis County UT
49013,UTDU,Duchesne County UT
49015,UTEM,Emery County UT
49017,UTGA,Garfield County UT
49019,UTGR,Grand County UT
49021,UTIR,Iron County UT
49023,UTJU,Juab County UT
49025,UTKA,Kane County UT
49027,UTMI,Millard County UT
49029,UTMO,Morgan County UT
49031,UTPI,Piute County UT
49033,UTRI,Rich County UT
49035,UTSA,Salt Lake County UT
49037,UTSN,San Juan County UT
49039,UTSP,Sanpete County UT
49041,UTSE,Sevier County UT
49043,UTSU,Summit County UT
49045,UTTO,Tooele County UT
49047,UTUI,Uintah County UT
49049,UTUT,Utah County UT
49051,UTWA,Wasatch County UT
49053,UTWS,Washington County UT
49055,UTWY,Wayne County UT
49057,UTWE,Weber County UT
50001,VTAD,Addison County VT
50003,VTBE,Bennington County VT
50005,VTCA,Caledonia County VT
50007,VTCH,Chittenden County VT
50009,VTES,Essex County VT
50011,VTFR,Franklin County VT
50013,VTGR,Grand Isle County VT
50015,VTLA,Lamoille County VT
50017,VTOR,Orange County VT
50019,VTOL,Orleans County VT
50021,VTRU,Rutland County VT
50023,VTWA,Washington County VT
50025,VTWI,Windham County VT
50027,VTWN,Windsor County VT
51001,VAAC,Accomack County VA
51003,VAAA,Albemarle County VA
51005,VAAD,Alleghany County VA
51007,VAAM,Amelia County VA
51009,VAAH,Amherst County VA
51011,VAAP,Appomattox County VA
51013,VAAR,Arlington County VA
51015,VAAF,Augusta County VA
51017,VABA,Bath County VA
51019,VABB,Bedford County VA
51021,VABL,Bland County VA
51023,VABO,Botetourt County VA
51025,VABR,Brunswick County VA
51027,VABU,Buchanan County VA
51029,VABC,Buckingham County VA
51031,VACB,Campbell County VA
51033,VACA,Caroline County VA
51035,VACD,Carroll County VA
51036,VACH,Charles City County VA
51037,VACR,Charlotte County VA
51041,VACE,Chesterfield County VA
51043,VACL,Clarke County VA
51045,VACI,Craig County VA
51047,VACU,Culpeper County VA
51049,VACM,Cumberland County VA
51051,VADI,Dickenson County VA
51053,VADW,Dinwiddie County VA
51057,VAES,Essex County VA
51059,VAFF,Fairfax County VA
51061,VAFA,Fauquier County VA
51063,VAFL,Floyd County VA
51065,VAFU,Fluvanna County VA
51067,VAFR,Franklin County VA
51069,VAFK,Frederick County VA
51071,VAGI,Giles County VA
51073,VAGL,Gloucester County VA
51075,VAGO,Goochland County VA
51077,VAGR,Grayson County VA
51079,VAGE,Greene County VA
51081,VAGS,Greensville County VA
51083,VAHF,Halifax County VA
51085,VAHA,Hanover County VA
51087,VAHE,Henrico County VA
51089,VAHR,Henry County VA
51091,VAHI,Highland County VA
51093,VAIS,Isle of Wight County VA
51095,VAJC,James City County VA
51097,VAKI,King and Queen County VA
51099,VAKN,King George County VA
51101,VAKG,King William County VA
51103,VALA,Lancaster County VA
51105,VALE,Lee County VA
51107,VALO,Loudoun County VA
51109,VALU,Louisa County VA
51111,VALN,Lunenburg County VA
51113,VAMA,Madison County VA
51115,VAMT,Mathews County VA
51117,VAME,Mecklenburg County VA
51119,VAMI,Middlesex County VA
51121,VAMG,Montgomery County VA
51125,VANE,Nelson County VA
51127,VANW,New Kent County VA
51131,VANO,Northampton County VA
51133,VANR,Northumberland County VA
51135,VANT,Nottoway County VA
51137,VAOR,Orange County VA
51139,VAPA,Page County VA
51141,VAPT,Patrick County VA
51143,VAPY,Pittsylvania County VA
51145,VAPO,Powhatan County VA
51147,VAPR,Prince Edward County VA
51149,VAPC,Prince George County VA
51153,VAPM,Prince William County VA
51155,VAPU,Pulaski County VA
51157,VARA,Rappahannock County VA
51159,VARI,Richmond County VA
51161,VARE,Roanoke County VA
51163,VARB,Rockbridge County VA
51165,VARM,Rockingham County VA
51167,VARU,Russell County VA
51169,VASC,Scott County VA
51171,VASH,Shenandoah County VA
51173,VASM,Smyth County VA
51175,VASN,Southampton County VA
51177,VASA,Spotsylvania County VA
51179,VAST,Stafford County VA
51181,VASU,Surry County VA
51183,VASS,Sussex County VA
51185,VATA,Tazewell County VA
51187,VAWA,Warren County VA
51191,VAWH,Washington County VA
51193,VAWE,Westmoreland County VA
51195,VAWW,Wise County VA
51197,VAWY,Wythe County VA
51199,VAYR,York County VA
51510,VAAL,Alexandria (Indep. City) County VA
51515,VABD,Bedford County VA
51520,VABQ,Bristol County VA
51530,VABV,Buena Vista County VA
51540,VACV,Charlottesville County VA
51550,VACS,Chesapeake (Indep. City) County VA
51560,VACF,Clifton Forge County VA
51570,VACN,Colonial Heights County VA
51580,VACG,Covington County VA
51590,VADA,Danville County VA
51595,VAEM,Emporia County VA
51600,VAFX,Fairfax County VA
51610,VAFH,Falls Church County VA
51620,VAFN,Franklin County VA
51630,VAFD,Fredericksburg County VA
51640,VAGX,Galax County VA
51650,VAHM,Hampton (Independent City) County VA
51660,VAHB,Harrisonburg County VA
51670,VAHW,Hopewell County VA
51678,VALX,Lexington County VA
51680,VALY,Lynchburg County VA
51683,VAMN,Manassas County VA
51685,VAMS,Manassas Park County VA
51690,VAMV,Martinsville County VA
51700,VANP,Newport News (Indep. City) Cnty VA
51710,VANF,Norfolk (Independent City) County VA
51720,VANA,Norton County VA
51730,VAPG,Petersburg County VA
51735,VAPQ,Poquoson County VA
51740,VAPS,Portsmouth (Indep. City) County VA
51750,VARD,Radford County VA
51760,VARC,Richmond (Independent City) County VA
51770,VARO,Roanoke (Independent City) County VA
51775,VASL,Salem County VA
51790,VASQ,Staunton County VA
51800,VASF,Suffolk (Independent City) County VA
51810,VAVI,Virginia Beach (Indep. City) Cnty VA
51820,VAWO,Waynesboro County VA
51830,VAWL,Williamsburg County VA
51840,VAWC,Winchester County VA
53001,WAAD,Adams County WA
53003,WAAS,Asotin County WA
53005,WABE,Benton County WA
53007,WACH,Chelan County WA
53009,WACL,Clallam County WA
53011,WACA,Clark County WA
53013,WACO,Columbia County WA
53015,WACW,Cowlitz County WA
53017,WADO,Douglas County WA
53019,WAFE,Ferry County WA
53021,WAFR,Franklin County WA
53023,WAGA,Garfield County WA
53025,WAGR,Grant County WA
53027,WAGY,Grays Harbor County WA
53029,WAIS,Island County WA
53031,WAJE,Jefferson County WA
53033,WAKI,King County WA
53035,WAKT,Kitsap County WA
53037,WAKA,Kittitas County WA
53039,WAKL,Klickitat County WA
53041,WALE,Lewis County WA
53043,WALI,Lincoln County WA
53045,WAMA,Mason County WA
53047,WAOK,Okanogan County WA
53049,WAPA,Pacific County WA
53051,WAPE,Pend Oreille County WA
53053,WAPI,Pierce County WA
53055,WASA,San Juan County WA
53057,WASK,Skagit County WA
53059,WASM,Skamania County WA
53061,WASN,Snohomish County WA
53063,WASP,Spokane County WA
53065,WAST,Stevens County WA
53067,WATH,Thurston County WA
53069,WAWA,Wahkiakum County WA
53071,WAWL,Walla Walla County WA
53073,WAWH,Whatcom County WA
53075,WAWI,Whitman County WA
53077,WAYA,Yakima County WA
51901,VAAB,"Albemarle + Charlottesville County, VA"
51903,VAAE,"Alleghany + Covington County, VA"
51907,VAAU,"Augusta County, Staunton + Waynesboro County, VA"
51913,VACO,"Carroll + Galax County, VA"
51911,VACP,"Campbell + Lynchburg County, VA"
51918,VADN,"Dinwiddie County, Colonial Heights+Petersburg County, VA"
51921,VAFE,"Frederick + Winchester County, VA"
51919,VAFI,"Fairfax County, Fairfax City + Falls Church County, VA"
51923,VAGN,"Greensville + Emporia County, VA"
51929,VAHN,"Henry + Martinsville County, VA"
51931,VAJA,"James City + Williamsburg County, VA"
51933,VAMO,"Montgomery + Radford County, VA"
51939,VAPI,"Pittsylvania + Danville County, VA"
51941,VAPN,"Prince George + Hopewell County, VA"
51942,VAPW,"Prince William County, Manassas+Manassas Park County, VA"
51947,VARG,"Rockingham + Harrisonburg County, VA"
51945,VARK,"Rockbridge County, Buena Vista + Lexington County, VA"
51944,VARN,"Roanoke + Salem County, VA"
51949,VASO,"Southampton + Franklin County, VA"
51951,VASP,"Spotsylvania + Fredericksburg County, VA"
51955,VAWI,"Wise + Norton County, VA"
51953,VAWS,"Washington + Bristol County, VA"
51958,VAYO,"York + Poquoson County, VA"
51925,VAHL,"Halifax + South Boston County, VA"
54001,WVBA,Barbour County WV
54003,WVBE,Berkeley County WV
54005,WVBO,Boone County WV
54007,WVBR,Braxton County WV
54009,WVBK,Brooke County WV
54011,WVCA,Cabell County WV
54013,WVCL,Calhoun County WV
54015,WVCY,Clay County WV
54017,WVDO,Doddridge County WV
54019,WVFA,Fayette County WV
54021,WVGI,Gilmer County WV
54023,WVGR,Grant County WV
54025,WVGE,Greenbrier County WV
54027,WVHA,Hampshire County WV
54029,WVHN,Hancock County WV
54031,WVHR,Hardy County WV
54033,WVHI,Harrison County WV
54035,WVJA,Jackson County WV
54037,WVJE,Jefferson County WV
54039,WVKA,Kanawha County WV
54041,WVLE,Lewis County WV
54043,WVLI,Lincoln County WV
54045,WVLO,Logan County WV
54047,WVMC,McDowell County WV
54049,WVMA,Marion County WV
54051,WVMR,Marshall County WV
54053,WVMS,Mason County WV
54055,WVME,Mercer County WV
54057,WVMI,Mineral County WV
54059,WVMN,Mingo County WV
54061,WVMO,Monongalia County WV
54063,WVMU,Monroe County WV
54065,WVMG,Morgan County WV
54067,WVNI,Nicholas County WV
54069,WVOH,Ohio County WV
54071,WVPE,Pendleton County WV
54073,WVPL,Pleasants County WV
54075,WVPO,Pocahontas County WV
54077,WVPR,Preston County WV
54079,WVPU,Putnam County WV
54081,WVRA,Raleigh County WV
54083,WVRN,Randolph County WV
54085,WVRI,Ritchie County WV
54087,WVRO,Roane County WV
54089,WVSU,Summers County WV
54091,WVTA,Taylor County WV
54093,WVTU,Tucker County WV
54095,WVTY,Tyler County WV
54097,WVUP,Upshur County WV
54099,WVWA,Wayne County WV
54101,WVWE,Webster County WV
54103,WVWT,Wetzel County WV
54105,WVWI,Wirt County WV
54107,WVWO,Wood County WV
54109,WVWY,Wyoming County WV
55001,WIAD,Adams County WI
55003,WIAS,Ashland County WI
55005,WIBA,Barron County WI
55007,WIBY,Bayfield County WI
55009,WIBR,Brown County WI
55011,WIBU,Buffalo County WI
55013,WIBN,Burnett County WI
55015,WICA,Calumet County WI
55017,WICH,Chippewa County WI
55019,WICL,Clark County WI
55021,WICO,Columbia County WI
55023,WICR,Crawford County WI
55025,WIDA,Dane County WI
55027,WIDO,Dodge County WI
55029,WIDR,Door County WI
55031,WIDU,Douglas County WI
55033,WIDN,Dunn County WI
55035,WIEA,Eau Claire County WI
55037,WIFL,Florence County WI
55039,WIFO,Fond Du Lac County WI
55041,WIFR,Forest County WI
55043,WIGR,Grant County WI
55045,WIGE,Green County WI
55047,WIGN,Green Lake County WI
55049,WIIO,Iowa County WI
55051,WIIR,Iron County WI
55053,WIJA,Jackson County WI
55055,WIJE,Jefferson County WI
55057,WIJU,Juneau County WI
55059,WIKE,Kenosha County WI
55061,WIKW,Kewaunee County WI
55063,WILA,La Crosse County WI
55065,WILF,Lafayette County WI
55067,WILN,Langlade County WI
55069,WILI,Lincoln County WI
55071,WIMA,Manitowoc County WI
55073,WIMR,Marathon County WI
55075,WIMI,Marinette County WI
55077,WIMQ,Marquette County WI
55078,WIMM,Menominee County WI
55079,WIML,Milwaukee County WI
55081,WIMO,Monroe County WI
55083,WIOC,Oconto County WI
55085,WION,Oneida County WI
55087,WIOU,Outagamie County WI
55089,WIOZ,Ozaukee County WI
55091,WIPE,Pepin County WI
55093,WIPI,Pierce County WI
55095,WIPO,Polk County WI
55097,WIPR,Portage County WI
55099,WIPC,Price County WI
55101,WIRA,Racine County WI
55103,WIRI,Richland County WI
55105,WIRO,Rock County WI
55107,WIRU,Rusk County WI
55109,WIST,St. Croix County WI
55111,WISA,Sauk County WI
55113,WISW,Sawyer County WI
55115,WISO,Shawano County WI
55117,WISH,Sheboygan County WI
55119,WITA,Taylor County WI
55121,WITR,Trempealeau County WI
55123,WIVE,Vernon County WI
55125,WIVI,Vilas County WI
55127,WIWA,Walworth County WI
55129,WIWS,Washburn County WI
55131,WIWH,Washington County WI
55133,WIWU,Waukesha County WI
55135,WIWP,Waupaca County WI
55137,WIWR,Waushara County WI
55139,WIWI,Winnebago County WI
55141,WIWO,Wood County WI
56001,WYAL,Albany County WY
56003,WYBI,Big Horn County WY
56005,WYCA,Campbell County WY
56007,WYCR,Carbon County WY
56009,WYCO,Converse County WY
56011,WYCK,Crook County WY
56013,WYFR,Fremont County WY
56015,WYGO,Goshen County WY
56017,WYHO,Hot Springs County WY
56019,WYJO,Johnson County WY
56021,WYLA,Laramie County WY
56023,WYLI,Lincoln County WY
56025,WYNA,Natrona County WY
56027,WYNI,Niobrara County WY
56029,WYPA,Park County WY
56031,WYPL,Platte County WY
56033,WYSH,Sheridan County WY
56035,WYSU,Sublette County WY
56037,WYSW,Sweetwater County WY
56039,WYTE,Teton County WY
56041,WYUI,Uinta County WY
56043,WYWA,Washakie County WY
56045,WYWE,Weston County WY
