cbsa_code,cbsa_name,ct_code,ct_name,msa
29940,"Lawrence, KS",20045,"Douglas County, Kansas",1
29980,"Lawrenceburg, TN",47099,"Lawrence County, Tennessee",0
30020,"Lawton, OK",40031,"Comanche County, Oklahoma",1
30020,"Lawton, OK",40033,"Cotton County, Oklahoma",1
30060,"Lebanon, MO",29105,"Laclede County, Missouri",0
30140,"Lebanon, PA",42075,"Lebanon County, Pennsylvania",1
30150,"Lebanon-Claremont, NH-VT",33009,"Grafton County, New Hampshire",0
30150,"Lebanon-Claremont, NH-VT",33019,"Sullivan County, New Hampshire",0
30150,"Lebanon-Claremont, NH-VT",50017,"Orange County, Vermont",0
30150,"Lebanon-Claremont, NH-VT",50027,"Windsor County, Vermont",0
30180,"Le Mars, IA",19149,"Plymouth County, Iowa",0
30260,"Lewisburg, PA",42119,"Union County, Pennsylvania",0
30280,"Lewisburg, TN",47117,"Marshall County, Tennessee",0
30300,"Lewiston, ID-WA",16069,"Nez Perce County, Idaho",1
30300,"Lewiston, ID-WA",53003,"Asotin County, Washington",1
30340,"Lewiston-Auburn, ME",23001,"Androscoggin County, Maine",1
30380,"Lewistown, PA",42087,"Mifflin County, Pennsylvania",0
30420,"Lexington, NE",31047,"Dawson County, Nebraska",0
30420,"Lexington, NE",31073,"Gosper County, Nebraska",0
30460,"Lexington-Fayette, KY",21017,"Bourbon County, Kentucky",1
30460,"Lexington-Fayette, KY",21049,"Clark County, Kentucky",1
30460,"Lexington-Fayette, KY",21067,"Fayette County, Kentucky",1
30460,"Lexington-Fayette, KY",21113,"Jessamine County, Kentucky",1
30460,"Lexington-Fayette, KY",21209,"Scott County, Kentucky",1
30460,"Lexington-Fayette, KY",21239,"Woodford County, Kentucky",1
30500,"Lexington Park, MD",24009,"Calvert County, Maryland",1
30500,"Lexington Park, MD",24037,"St. Mary's County, Maryland",1
30580,"Liberal, KS",20175,"Seward County, Kansas",0
30620,"Lima, OH",39003,"Allen County, Ohio",1
30660,"Lincoln, IL",17107,"Logan County, Illinois",0
30700,"Lincoln, NE",31109,"Lancaster County, Nebraska",1
30700,"Lincoln, NE",31159,"Seward County, Nebraska",1
30780,"Little Rock-North Little Rock-Conway, AR",5045,"Faulkner County, Arkansas",1
30780,"Little Rock-North Little Rock-Conway, AR",5053,"Grant County, Arkansas",1
30780,"Little Rock-North Little Rock-Conway, AR",5085,"Lonoke County, Arkansas",1
30780,"Little Rock-North Little Rock-Conway, AR",5105,"Perry County, Arkansas",1
30780,"Little Rock-North Little Rock-Conway, AR",5119,"Pulaski County, Arkansas",1
30780,"Little Rock-North Little Rock-Conway, AR",5125,"Saline County, Arkansas",1
30820,"Lock Haven, PA",42035,"Clinton County, Pennsylvania",0
30860,"Logan, UT-ID",16041,"Franklin County, Idaho",1
30860,"Logan, UT-ID",49005,"Cache County, Utah",1
30900,"Logansport, IN",18017,"Cass County, Indiana",0
30980,"Longview, TX",48183,"Gregg County, Texas",1
30980,"Longview, TX",48203,"Harrison County, Texas",1
30980,"Longview, TX",48401,"Rusk County, Texas",1
30980,"Longview, TX",48459,"Upshur County, Texas",1
31020,"Longview-Kelso, WA",53015,"Cowlitz County, Washington",1
31060,"Los Alamos, NM",35028,"Los Alamos County, New Mexico",0
31080,"Los Angeles-Long Beach-Anaheim, CA",6037,"Los Angeles County, California",1
31080,"Los Angeles-Long Beach-Anaheim, CA",6059,"Orange County, California",1
31140,"Louisville/Jefferson County, KY-IN",18019,"Clark County, Indiana",1
31140,"Louisville/Jefferson County, KY-IN",18043,"Floyd County, Indiana",1
31140,"Louisville/Jefferson County, KY-IN",18061,"Harrison County, Indiana",1
31140,"Louisville/Jefferson County, KY-IN",18175,"Washington County, Indiana",1
31140,"Louisville/Jefferson County, KY-IN",21029,"Bullitt County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21103,"Henry County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21111,"Jefferson County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21163,"Meade County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21179,"Nelson County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21185,"Oldham County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21211,"Shelby County, Kentucky",1
31140,"Louisville/Jefferson County, KY-IN",21215,"Spencer County, Kentucky",1
31180,"Lubbock, TX",48079,"Cochran County, Texas",1
31180,"Lubbock, TX",48107,"Crosby County, Texas",1
31180,"Lubbock, TX",48169,"Garza County, Texas",1
31180,"Lubbock, TX",48219,"Hockley County, Texas",1
31180,"Lubbock, TX",48303,"Lubbock County, Texas",1
31180,"Lubbock, TX",48305,"Lynn County, Texas",1
31220,"Ludington, MI",26105,"Mason County, Michigan",0
31260,"Lufkin, TX",48005,"Angelina County, Texas",0
31300,"Lumberton, NC",37155,"Robeson County, North Carolina",0
31340,"Lynchburg, VA",51009,"Amherst County, Virginia",1
31340,"Lynchburg, VA",51011,"Appomattox County, Virginia",1
31340,"Lynchburg, VA",51019,"Bedford County, Virginia",1
31340,"Lynchburg, VA",51031,"Campbell County, Virginia",1
31340,"Lynchburg, VA",51680,"Lynchburg city, Virginia",1
31380,"Macomb, IL",17109,"McDonough County, Illinois",0
31420,"Macon-Bibb County, GA",13021,"Bibb County, Georgia",1
31420,"Macon-Bibb County, GA",13079,"Crawford County, Georgia",1
31420,"Macon-Bibb County, GA",13169,"Jones County, Georgia",1
31420,"Macon-Bibb County, GA",13207,"Monroe County, Georgia",1
31420,"Macon-Bibb County, GA",13289,"Twiggs County, Georgia",1
31500,"Madison, IN",18077,"Jefferson County, Indiana",0
31540,"Madison, WI",55021,"Columbia County, Wisconsin",1
31540,"Madison, WI",55025,"Dane County, Wisconsin",1
31540,"Madison, WI",55045,"Green County, Wisconsin",1
31540,"Madison, WI",55049,"Iowa County, Wisconsin",1
31580,"Madisonville, KY",21107,"Hopkins County, Kentucky",0
31620,"Magnolia, AR",5027,"Columbia County, Arkansas",0
31680,"Malvern, AR",5059,"Hot Spring County, Arkansas",0
31700,"Manchester-Nashua, NH",33011,"Hillsborough County, New Hampshire",1
31740,"Manhattan, KS",20061,"Geary County, Kansas",1
31740,"Manhattan, KS",20149,"Pottawatomie County, Kansas",1
31740,"Manhattan, KS",20161,"Riley County, Kansas",1
31820,"Manitowoc, WI",55071,"Manitowoc County, Wisconsin",0
31860,"Mankato, MN",27013,"Blue Earth County, Minnesota",1
31860,"Mankato, MN",27103,"Nicollet County, Minnesota",1
31900,"Mansfield, OH",39139,"Richland County, Ohio",1
31930,"Marietta, OH",39167,"Washington County, Ohio",0
31940,"Marinette, WI-MI",26109,"Menominee County, Michigan",0
31940,"Marinette, WI-MI",55075,"Marinette County, Wisconsin",0
31980,"Marion, IN",18053,"Grant County, Indiana",0
32000,"Marion, NC",37111,"McDowell County, North Carolina",0
32020,"Marion, OH",39101,"Marion County, Ohio",0
32060,"Marion-Herrin, IL",17199,"Williamson County, Illinois",0
32100,"Marquette, MI",26103,"Marquette County, Michigan",0
32140,"Marshall, MN",27083,"Lyon County, Minnesota",0
32180,"Marshall, MO",29195,"Saline County, Missouri",0
32260,"Marshalltown, IA",19127,"Marshall County, Iowa",0
32280,"Martin, TN",47183,"Weakley County, Tennessee",0
32300,"Martinsville, VA",51089,"Henry County, Virginia",0
32300,"Martinsville, VA",51690,"Martinsville city, Virginia",0
32340,"Maryville, MO",29147,"Nodaway County, Missouri",0
32380,"Mason City, IA",19033,"Cerro Gordo County, Iowa",0
32380,"Mason City, IA",19195,"Worth County, Iowa",0
32390,"Massena-Ogdensburg, NY",36089,"St. Lawrence County, New York",0
32420,"Mayagüez, PR",72023,"Cabo Rojo Municipio, Puerto Rico",1
32420,"Mayagüez, PR",72067,"Hormigueros Municipio, Puerto Rico",1
32420,"Mayagüez, PR",72079,"Lajas Municipio, Puerto Rico",1
32420,"Mayagüez, PR",72097,"Mayagüez Municipio, Puerto Rico",1
32420,"Mayagüez, PR",72121,"Sabana Grande Municipio, Puerto Rico",1
32420,"Mayagüez, PR",72125,"San Germán Municipio, Puerto Rico",1
32460,"Mayfield, KY",21083,"Graves County, Kentucky",0
32540,"McAlester, OK",40121,"Pittsburg County, Oklahoma",0
32580,"McAllen-Edinburg-Mission, TX",48215,"Hidalgo County, Texas",1
32620,"McComb, MS",28113,"Pike County, Mississippi",0
32620,"McComb, MS",28147,"Walthall County, Mississippi",0
32660,"McMinnville, TN",47177,"Warren County, Tennessee",0
32700,"McPherson, KS",20113,"McPherson County, Kansas",0
32740,"Meadville, PA",42039,"Crawford County, Pennsylvania",0
32780,"Medford, OR",41029,"Jackson County, Oregon",1
32820,"Memphis, TN-MS-AR",5035,"Crittenden County, Arkansas",1
32820,"Memphis, TN-MS-AR",28009,"Benton County, Mississippi",1
32820,"Memphis, TN-MS-AR",28033,"DeSoto County, Mississippi",1
32820,"Memphis, TN-MS-AR",28093,"Marshall County, Mississippi",1
32820,"Memphis, TN-MS-AR",28137,"Tate County, Mississippi",1
32820,"Memphis, TN-MS-AR",28143,"Tunica County, Mississippi",1
32820,"Memphis, TN-MS-AR",47047,"Fayette County, Tennessee",1
32820,"Memphis, TN-MS-AR",47157,"Shelby County, Tennessee",1
32820,"Memphis, TN-MS-AR",47167,"Tipton County, Tennessee",1
32860,"Menomonie, WI",55033,"Dunn County, Wisconsin",0
32900,"Merced, CA",6047,"Merced County, California",1
32940,"Meridian, MS",28023,"Clarke County, Mississippi",0
32940,"Meridian, MS",28075,"Lauderdale County, Mississippi",0
33020,"Mexico, MO",29007,"Audrain County, Missouri",0
33060,"Miami, OK",40115,"Ottawa County, Oklahoma",0
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12011,"Broward County, Florida",1
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12086,"Miami-Dade County, Florida",1
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12099,"Palm Beach County, Florida",1
33140,"Michigan City-La Porte, IN",18091,"LaPorte County, Indiana",1
33180,"Middlesborough, KY",21013,"Bell County, Kentucky",0
33220,"Midland, MI",26111,"Midland County, Michigan",1
33260,"Midland, TX",48317,"Martin County, Texas",1
33260,"Midland, TX",48329,"Midland County, Texas",1
33300,"Milledgeville, GA",13009,"Baldwin County, Georgia",0
33340,"Milwaukee-Waukesha, WI",55079,"Milwaukee County, Wisconsin",1
33340,"Milwaukee-Waukesha, WI",55089,"Ozaukee County, Wisconsin",1
33340,"Milwaukee-Waukesha, WI",55131,"Washington County, Wisconsin",1
33340,"Milwaukee-Waukesha, WI",55133,"Waukesha County, Wisconsin",1
33380,"Minden, LA",22119,"Webster Parish, Louisiana",0
33420,"Mineral Wells, TX",48363,"Palo Pinto County, Texas",0
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27003,"Anoka County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27019,"Carver County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27025,"Chisago County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27037,"Dakota County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27053,"Hennepin County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27059,"Isanti County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27079,"Le Sueur County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27095,"Mille Lacs County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27123,"Ramsey County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27139,"Scott County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27141,"Sherburne County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27163,"Washington County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27171,"Wright County, Minnesota",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",55093,"Pierce County, Wisconsin",1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",55109,"St. Croix County, Wisconsin",1
33500,"Minot, ND",38049,"McHenry County, North Dakota",1
33500,"Minot, ND",38075,"Renville County, North Dakota",1
33500,"Minot, ND",38101,"Ward County, North Dakota",1
33540,"Missoula, MT",30061,"Mineral County, Montana",1
33540,"Missoula, MT",30063,"Missoula County, Montana",1
33580,"Mitchell, SD",46035,"Davison County, South Dakota",0
33580,"Mitchell, SD",46061,"Hanson County, South Dakota",0
33580,"Mitchell, SD",46111,"Sanborn County, South Dakota",0
33620,"Moberly, MO",29175,"Randolph County, Missouri",0
33660,"Mobile, AL",1097,"Mobile County, Alabama",1
33700,"Modesto, CA",6099,"Stanislaus County, California",1
33740,"Monroe, LA",22067,"Morehouse Parish, Louisiana",1
33740,"Monroe, LA",22073,"Ouachita Parish, Louisiana",1
33740,"Monroe, LA",22083,"Richland Parish, Louisiana",1
33740,"Monroe, LA",22111,"Union Parish, Louisiana",1
33780,"Monroe, MI",26115,"Monroe County, Michigan",1
33860,"Montgomery, AL",1001,"Autauga County, Alabama",1
33860,"Montgomery, AL",1051,"Elmore County, Alabama",1
33860,"Montgomery, AL",1085,"Lowndes County, Alabama",1
33860,"Montgomery, AL",1101,"Montgomery County, Alabama",1
33900,"Monticello, IN",18181,"White County, Indiana",0
33910,"Monticello, NY",36105,"Sullivan County, New York",0
33940,"Montrose, CO",8085,"Montrose County, Colorado",0
33980,"Morehead City, NC",37031,"Carteret County, North Carolina",0
34020,"Morgan City, LA",22101,"St. Mary Parish, Louisiana",0
34060,"Morgantown, WV",54061,"Monongalia County, West Virginia",1
34060,"Morgantown, WV",54077,"Preston County, West Virginia",1
34100,"Morristown, TN",47063,"Hamblen County, Tennessee",1
34100,"Morristown, TN",47089,"Jefferson County, Tennessee",1
34140,"Moscow, ID",16057,"Latah County, Idaho",0
34180,"Moses Lake, WA",53025,"Grant County, Washington",0
34220,"Moultrie, GA",13071,"Colquitt County, Georgia",0
34260,"Mountain Home, AR",5005,"Baxter County, Arkansas",0
34300,"Mountain Home, ID",16039,"Elmore County, Idaho",0
34340,"Mount Airy, NC",37171,"Surry County, North Carolina",0
34380,"Mount Pleasant, MI",26073,"Isabella County, Michigan",0
34420,"Mount Pleasant, TX",48063,"Camp County, Texas",0
34420,"Mount Pleasant, TX",48343,"Morris County, Texas",0
34420,"Mount Pleasant, TX",48449,"Titus County, Texas",0
34460,"Mount Sterling, KY",21011,"Bath County, Kentucky",0
34460,"Mount Sterling, KY",21165,"Menifee County, Kentucky",0
34460,"Mount Sterling, KY",21173,"Montgomery County, Kentucky",0
34500,"Mount Vernon, IL",17081,"Jefferson County, Illinois",0
34540,"Mount Vernon, OH",39083,"Knox County, Ohio",0
34580,"Mount Vernon-Anacortes, WA",53057,"Skagit County, Washington",1
34620,"Muncie, IN",18035,"Delaware County, Indiana",1
34660,"Murray, KY",21035,"Calloway County, Kentucky",0
34680,"Murrells Inlet, SC",45043,"Georgetown County, South Carolina",0
34700,"Muscatine, IA",19139,"Muscatine County, Iowa",0
34740,"Muskegon-Norton Shores, MI",26121,"Muskegon County, Michigan",1
34780,"Muskogee, OK",40101,"Muskogee County, Oklahoma",0
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",45051,"Horry County, South Carolina",1
34860,"Nacogdoches, TX",48347,"Nacogdoches County, Texas",0
34880,"Nantucket, MA",25019,"Nantucket County, Massachusetts",0
34900,"Napa, CA",6055,"Napa County, California",1
34940,"Naples-Marco Island, FL",12021,"Collier County, Florida",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47015,"Cannon County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47021,"Cheatham County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47037,"Davidson County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47043,"Dickson County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47081,"Hickman County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47111,"Macon County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47119,"Maury County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47147,"Robertson County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47149,"Rutherford County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47159,"Smith County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47165,"Sumner County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47169,"Trousdale County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47187,"Williamson County, Tennessee",1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47189,"Wilson County, Tennessee",1
35020,"Natchez, MS-LA",22029,"Concordia Parish, Louisiana",0
35020,"Natchez, MS-LA",28001,"Adams County, Mississippi",0
35020,"Natchez, MS-LA",28063,"Jefferson County, Mississippi",0
35060,"Natchitoches, LA",22069,"Natchitoches Parish, Louisiana",0
35100,"New Bern, NC",37049,"Craven County, North Carolina",0
35100,"New Bern, NC",37103,"Jones County, North Carolina",0
35100,"New Bern, NC",37137,"Pamlico County, North Carolina",0
35140,"Newberry, SC",45071,"Newberry County, South Carolina",0
35220,"New Castle, IN",18065,"Henry County, Indiana",0
35300,"New Haven, CT",9170,"South Central Connecticut Planning Region, Connecticut",1
35340,"New Iberia, LA",22045,"Iberia Parish, Louisiana",0
35380,"New Orleans-Metairie, LA",22051,"Jefferson Parish, Louisiana",1
35380,"New Orleans-Metairie, LA",22071,"Orleans Parish, Louisiana",1
35380,"New Orleans-Metairie, LA",22075,"Plaquemines Parish, Louisiana",1
35380,"New Orleans-Metairie, LA",22087,"St. Bernard Parish, Louisiana",1
35380,"New Orleans-Metairie, LA",22089,"St. Charles Parish, Louisiana",1
35380,"New Orleans-Metairie, LA",22093,"St. James Parish, Louisiana",1
35380,"New Orleans-Metairie, LA",22095,"St. John the Baptist Parish, Louisiana",1
35420,"New Philadelphia-Dover, OH",39157,"Tuscarawas County, Ohio",0
35440,"Newport, OR",41041,"Lincoln County, Oregon",0
35460,"Newport, TN",47029,"Cocke County, Tennessee",0
35580,"New Ulm, MN",27015,"Brown County, Minnesota",0
35620,"New York-Newark-Jersey City, NY-NJ",34003,"Bergen County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34013,"Essex County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34017,"Hudson County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34019,"Hunterdon County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34023,"Middlesex County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34025,"Monmouth County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34027,"Morris County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34029,"Ocean County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34031,"Passaic County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34035,"Somerset County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34037,"Sussex County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",34039,"Union County, New Jersey",1
35620,"New York-Newark-Jersey City, NY-NJ",36005,"Bronx County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36047,"Kings County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36059,"Nassau County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36061,"New York County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36079,"Putnam County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36081,"Queens County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36085,"Richmond County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36087,"Rockland County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36103,"Suffolk County, New York",1
35620,"New York-Newark-Jersey City, NY-NJ",36119,"Westchester County, New York",1
35660,"Niles, MI",26021,"Berrien County, Michigan",1
35700,"Nogales, AZ",4023,"Santa Cruz County, Arizona",0
35740,"Norfolk, NE",31119,"Madison County, Nebraska",0
35740,"Norfolk, NE",31139,"Pierce County, Nebraska",0
35740,"Norfolk, NE",31167,"Stanton County, Nebraska",0
35820,"North Platte, NE",31111,"Lincoln County, Nebraska",0
35820,"North Platte, NE",31113,"Logan County, Nebraska",0
35840,"North Port-Bradenton-Sarasota, FL",12081,"Manatee County, Florida",1
35840,"North Port-Bradenton-Sarasota, FL",12115,"Sarasota County, Florida",1
35900,"North Wilkesboro, NC",37193,"Wilkes County, North Carolina",0
35940,"Norwalk, OH",39077,"Huron County, Ohio",0
35980,"Norwich-New London-Willimantic, CT",9180,"Southeastern Connecticut Planning Region, Connecticut",1
36020,"Oak Harbor, WA",53029,"Island County, Washington",0
36100,"Ocala, FL",12083,"Marion County, Florida",1
36180,"Ocean Pines, MD",24047,"Worcester County, Maryland",0
36220,"Odessa, TX",48135,"Ector County, Texas",1
36260,"Ogden, UT",49011,"Davis County, Utah",1
36260,"Ogden, UT",49029,"Morgan County, Utah",1
36260,"Ogden, UT",49057,"Weber County, Utah",1
36340,"Oil City, PA",42121,"Venango County, Pennsylvania",0
36380,"Okeechobee, FL",12093,"Okeechobee County, Florida",0
36420,"Oklahoma City, OK",40017,"Canadian County, Oklahoma",1
36420,"Oklahoma City, OK",40027,"Cleveland County, Oklahoma",1
36420,"Oklahoma City, OK",40051,"Grady County, Oklahoma",1
36420,"Oklahoma City, OK",40081,"Lincoln County, Oklahoma",1
36420,"Oklahoma City, OK",40083,"Logan County, Oklahoma",1
36420,"Oklahoma City, OK",40087,"McClain County, Oklahoma",1
36420,"Oklahoma City, OK",40109,"Oklahoma County, Oklahoma",1
36460,"Olean, NY",36009,"Cattaraugus County, New York",0
36500,"Olympia-Lacey-Tumwater, WA",53067,"Thurston County, Washington",1
36540,"Omaha, NE-IA",19085,"Harrison County, Iowa",1
36540,"Omaha, NE-IA",19129,"Mills County, Iowa",1
36540,"Omaha, NE-IA",19155,"Pottawattamie County, Iowa",1
36540,"Omaha, NE-IA",31025,"Cass County, Nebraska",1
36540,"Omaha, NE-IA",31055,"Douglas County, Nebraska",1
36540,"Omaha, NE-IA",31153,"Sarpy County, Nebraska",1
36540,"Omaha, NE-IA",31155,"Saunders County, Nebraska",1
36540,"Omaha, NE-IA",31177,"Washington County, Nebraska",1
36580,"Oneonta, NY",36077,"Otsego County, New York",0
36620,"Ontario, OR-ID",16075,"Payette County, Idaho",0
36620,"Ontario, OR-ID",41045,"Malheur County, Oregon",0
36660,"Opelousas, LA",22097,"St. Landry Parish, Louisiana",0
36700,"Orangeburg, SC",45075,"Orangeburg County, South Carolina",0
36740,"Orlando-Kissimmee-Sanford, FL",12069,"Lake County, Florida",1
36740,"Orlando-Kissimmee-Sanford, FL",12095,"Orange County, Florida",1
36740,"Orlando-Kissimmee-Sanford, FL",12097,"Osceola County, Florida",1
36740,"Orlando-Kissimmee-Sanford, FL",12117,"Seminole County, Florida",1
36780,"Oshkosh-Neenah, WI",55139,"Winnebago County, Wisconsin",1
36820,"Oskaloosa, IA",19123,"Mahaska County, Iowa",0
36830,"Othello, WA",53001,"Adams County, Washington",0
36837,"Ottawa, IL",17011,"Bureau County, Illinois",0
36837,"Ottawa, IL",17099,"LaSalle County, Illinois",0
36837,"Ottawa, IL",17155,"Putnam County, Illinois",0
36840,"Ottawa, KS",20059,"Franklin County, Kansas",0
36900,"Ottumwa, IA",19179,"Wapello County, Iowa",0
36940,"Owatonna, MN",27147,"Steele County, Minnesota",0
36980,"Owensboro, KY",21059,"Daviess County, Kentucky",1
36980,"Owensboro, KY",21149,"McLean County, Kentucky",1
37020,"Owosso, MI",26155,"Shiawassee County, Michigan",0
37060,"Oxford, MS",28071,"Lafayette County, Mississippi",0
37060,"Oxford, MS",28161,"Yalobusha County, Mississippi",0
37100,"Oxnard-Thousand Oaks-Ventura, CA",6111,"Ventura County, California",1
37120,"Ozark, AL",1045,"Dale County, Alabama",0
37140,"Paducah, KY-IL",17127,"Massac County, Illinois",1
37140,"Paducah, KY-IL",21007,"Ballard County, Kentucky",1
37140,"Paducah, KY-IL",21039,"Carlisle County, Kentucky",1
37140,"Paducah, KY-IL",21139,"Livingston County, Kentucky",1
37140,"Paducah, KY-IL",21145,"McCracken County, Kentucky",1
37220,"Pahrump, NV",32023,"Nye County, Nevada",0
37260,"Palatka, FL",12107,"Putnam County, Florida",0
37300,"Palestine, TX",48001,"Anderson County, Texas",0
37340,"Palm Bay-Melbourne-Titusville, FL",12009,"Brevard County, Florida",1
37420,"Pampa, TX",48179,"Gray County, Texas",0
37420,"Pampa, TX",48393,"Roberts County, Texas",0
37460,"Panama City-Panama City Beach, FL",12005,"Bay County, Florida",1
37460,"Panama City-Panama City Beach, FL",12133,"Washington County, Florida",1
37500,"Paragould, AR",5055,"Greene County, Arkansas",0
37540,"Paris, TN",47079,"Henry County, Tennessee",0
37580,"Paris, TX",48277,"Lamar County, Texas",0
37580,"Paris, TX",48387,"Red River County, Texas",0
37620,"Parkersburg-Vienna, WV",54105,"Wirt County, West Virginia",1
37620,"Parkersburg-Vienna, WV",54107,"Wood County, West Virginia",1
37740,"Payson, AZ",4007,"Gila County, Arizona",0
37800,"Pella, IA",19125,"Marion County, Iowa",0
37860,"Pensacola-Ferry Pass-Brent, FL",12033,"Escambia County, Florida",1
37860,"Pensacola-Ferry Pass-Brent, FL",12113,"Santa Rosa County, Florida",1
37900,"Peoria, IL",17123,"Marshall County, Illinois",1
37900,"Peoria, IL",17143,"Peoria County, Illinois",1
37900,"Peoria, IL",17175,"Stark County, Illinois",1
37900,"Peoria, IL",17179,"Tazewell County, Illinois",1
37900,"Peoria, IL",17203,"Woodford County, Illinois",1
37940,"Peru, IN",18103,"Miami County, Indiana",0
37950,"Petoskey, MI",26047,"Emmet County, Michigan",0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10003,"New Castle County, Delaware",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",24015,"Cecil County, Maryland",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34005,"Burlington County, New Jersey",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34007,"Camden County, New Jersey",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34015,"Gloucester County, New Jersey",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34033,"Salem County, New Jersey",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42017,"Bucks County, Pennsylvania",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42029,"Chester County, Pennsylvania",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42045,"Delaware County, Pennsylvania",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42091,"Montgomery County, Pennsylvania",1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42101,"Philadelphia County, Pennsylvania",1
38060,"Phoenix-Mesa-Chandler, AZ",4013,"Maricopa County, Arizona",1
38060,"Phoenix-Mesa-Chandler, AZ",4021,"Pinal County, Arizona",1
38100,"Picayune, MS",28109,"Pearl River County, Mississippi",0
38180,"Pierre, SD",46065,"Hughes County, South Dakota",0
38180,"Pierre, SD",46117,"Stanley County, South Dakota",0
38210,"Pikeville, KY",21071,"Floyd County, Kentucky",0
38210,"Pikeville, KY",21195,"Pike County, Kentucky",0
